品目名,読み仮名,分別区分,廃棄方法,注意事項,持込が必要な品目か（TRUE/FALSE）,充電池か（TRUE/FALSE）,携帯電話・タブレットPCか（TRUE/FALSE）,その他の電子機器か（TRUE/FALSE）
風呂いす・おけ（木製）,ふろいす・おけ（もくせい）,可燃ごみ,,,0,0,0,0
風呂窯,ふろがま,粗大ごみ,,,0,0,0,0
プロジェクションテレビ,ぷろじぇくしょんてれび,不燃ごみまたは粗大ごみ,,小型のもので不燃ごみ袋に入れば不燃ごみ,0,0,0,0
プロジェクタ,ぷろじぇくた,不燃ごみまたは粗大ごみ,,,0,0,0,0
風呂敷（布製）,ふろしき（ぬのせい）,可燃ごみ,,,0,0,0,0
風呂敷（ビニール製）,ふろしき（びにーるせい）,可燃ごみ,,,0,0,0,0
ブロック（コンクリート製）,ぶろっく（こんくりーとせい）,排出禁止物等,千葉市廃棄物リサイクル事業協同組合に相談電話：043-204-5805,,1,0,0,0
ブロック（レンガなど）,ぶろっく（れんがなど）,排出禁止物等,,,1,0,0,0
フロッピーディスク（プラスチック製ケース含む）,ふろっぴーでぃすく（ぷらすちっくせいけーすふくむ）,不燃ごみ,,,0,0,0,0
フロッピーディスクの紙製ケース,ふろっぴーでぃすくのかみせいけーす,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
風呂のフタ,ふろのふた,粗大ごみ,,,0,0,0,0
風呂のマット,ふろのまっと,可燃ごみ,,,0,0,0,0
プロパンガスボンベ,ぷろぱんがすぼんべ,排出禁止物等,購入店または（一社）千葉県LPガス協会,,1,0,0,0
ふん（ペットのふん）,ふん（ぺっとのふん）,可燃ごみ,,,0,0,0,0
文庫本,ぶんこぼん,資源物,（古紙・布類）の【古紙（雑誌）】,,0,0,0,0
文鎮（ぶんちん）,ぶんちん（ぶんちん）,不燃ごみ,,,0,0,0,0
文房具（金属製・硬いプラスチック製）,ぶんぼうぐ（きんぞくせい・かたいぷらすちっくせい）,不燃ごみ,,,0,0,0,0
文房具（金属製・硬いプラスチック製以外）,ぶんぼうぐ（きんぞくせい・かたいぷらすちっくせいいがい）,可燃ごみ,,,0,0,0,0
ヘアアイロン（コテ）,へああいろん（こて）,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ,,1,0,0,1
ヘアースプレー(スプレー缶),へあーすぷれー(すぷれーかん),有害ごみ,,中身は使い切ってください。,0,0,0,0
ヘアースプレーのフタ,へあーすぷれーのふた,可燃ごみ,,,0,0,0,0
ヘアースプレーの包装フィルム,へあーすぷれーのほうそうふぃるむ,可燃ごみ,,,0,0,0,0
ヘアドライヤー,へあどらいやー,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ,,1,0,0,1
ヘアーブラシ,へあーぶらし,不燃ごみ,,,0,0,0,0
ヘアバンド（プラスチック製など硬いもの）,へあばんど（ぷらすちっくせいなどかたいもの）,不燃ごみ,,,0,0,0,0
ヘアバンド（布製など柔らかいもの）,へあばんど（ぬのせいなどやわらかいもの）,可燃ごみ,,,0,0,0,0
ヘアピン,へあぴん,不燃ごみ,,,0,0,0,0
ベッド（本体）,べっど（ほんたい）,粗大ごみ,,,0,0,0,0
ペットシート,ぺっとしーと,可燃ごみ,,,0,0,0,0
ペットのトイレ用シート・砂,ぺっとのといれようしーと・すな,可燃ごみ,,,0,0,0,0
ベッドのマットレス（コイルスプリング又はポケットコイルあり）,べっどのまっとれす（こいるすぷりんぐまたはぽけっとこいるあり）,排出禁止物等,購入店、メーカーなどに相談（又は、市が許可を出している下記処理業者),,1,0,0,0
ベッドのマットレス（コイルスプリング又はポケットコイルなし）,べっどのまっとれす（こいるすぷりんぐまたはぽけっとこいるなし）,粗大ごみ,,コイルスプリング又はポケットコイルの有無は製造メーカーにお問い合わせいただくか、カッターなどで切り開いて確認してください。,0,0,0,0
ペットの運搬ケース（ケージ）,ぺっとのうんぱんけーす（けーじ）,粗大ごみ,,,0,0,0,0
ペットの死体,ぺっとのしたい,環境事業所へ申込,,,0,0,0,0
ペットの小屋・かご・柵,ぺっとのこや・かご・さく,粗大ごみ,,,0,0,0,0
ペットの糞,ぺっとのふん,可燃ごみ,,,0,0,0,0
ベッドの枠,べっどのわく,粗大ごみ,,,0,0,0,0
ベッドパッド・布団パッド,べっどぱっど・ふとんぱっど,可燃ごみ,,,0,0,0,0
ペットフードの缶,ぺっとふーどのかん,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】,水ですすぐ,0,0,0,0
ペットボトル（清涼飲料・乳飲料・酒類・しょうゆ類・めんつゆ・ノンオイルドレッシングなど油分が付着していないボトル）,ぺっとぼとる（せいりょういんりょう・ちちいんりょう・さけるい・しょうゆるい・めんつゆ・のんおいるどれっしんぐなどあぶらぶんがふちゃくしていないぼとる）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【ﾍﾟｯﾄﾎﾞﾄﾙ】,,0,0,0,0
ペットボトルのフタ,ぺっとぼとるのふた,区役所等の回収拠点へご協力ください。,回収拠点への持ち込みが難しい場合は「可燃ごみ」へ,,1,0,0,0
ペットボトルのラベル,ぺっとぼとるのらべる,可燃ごみ,,,0,0,0,0
ヘッドホン・イヤホン,へっどほん・いやほん,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ（電池は外す）,,1,0,0,1
ヘッドホンステレオ,へっどほんすてれお,不燃ごみまたは粗大ごみ,,,0,0,0,0
ペット用トイレ,ぺっとようといれ,粗大ごみ,,,0,0,0,0
ベニヤ板,べにやいた,可燃ごみまたは粗大ごみ,,,0,0,0,0
ベビーカー,べびーかー,粗大ごみ,,,0,0,0,0
ベビーガード・ベビーゲート,べびーがーど・べびーげーと,粗大ごみ,,,0,0,0,0
ベビースィングラック,べびーすぃんぐらっく,粗大ごみ,,,0,0,0,0
ベビーチェアー,べびーちぇあー,粗大ごみ,,,0,0,0,0
ベビーバス,べびーばす,粗大ごみ,,,0,0,0,0
ベビーベッド,べびーべっど,粗大ごみ,,,0,0,0,0
ベビーラック,べびーらっく,粗大ごみ,,,0,0,0,0
ベビー布団,べびーふとん,可燃ごみ,,,0,0,0,0
ベビー服,べびーふく,資源物,（古紙・布類）の【布類】,,0,0,0,0
へら（金属製・硬いプラスチック製）,へら（きんぞくせい・かたいぷらすちっくせい）,不燃ごみ,,,0,0,0,0
へら（木製）,へら（もくせい）,可燃ごみ,,,0,0,0,0
ヘルスメーター（体重計）,へるすめーたー（たいじゅうけい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
ベルト,べると,可燃ごみ,,,0,0,0,0
ヘルメット,へるめっと,不燃ごみまたは粗大ごみ,,,0,0,0,0
便器,べんき,粗大ごみ,,,0,0,0,0
ペンキ（中身）,ぺんき（なかみ）,排出禁止物等,,,1,0,0,0
ペンキのスプレー缶,ぺんきのすぷれーかん,有害ごみ,,中身は使い切ってください。,0,0,0,0
ペンキの容器（金属製・プラスチック製・ガラス製）,ぺんきのようき（きんぞくせい・ぷらすちっくせい・がらすせい）,不燃ごみ,,,0,0,0,0
便座,べんざ,粗大ごみ,,,0,0,0,0
便座カバー,べんざかばー,可燃ごみ,,,0,0,0,0
ベンジン,べんじん,排出禁止物等,,,1,0,0,0
ベンチ,べんち,粗大ごみ,,,0,0,0,0
弁当（持ち帰り用など）のスプーン・フォーク（プラスチック製）,べんとう（もちかえりようなど）のすぷーん・ふぉーく（ぷらすちっくせい）,不燃ごみ,,,0,0,0,0
弁当（持ち帰り用など）のスプーン・フォーク・はし・爪楊枝の袋（プラスチック製）,べんとう（もちかえりようなど）のすぷーん・ふぉーく・はし・つめようじのふくろ（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
弁当の中仕切,べんとうのなかしきり,可燃ごみ,,,0,0,0,0
弁当箱（金属製・硬いプラスチック製）,べんとうばこ（きんぞくせい・かたいぷらすちっくせい）,不燃ごみ,,,0,0,0,0
弁当箱（竹製などの燃えるもの）,べんとうばこ（たけせいなどのもえるもの）,可燃ごみ,,,0,0,0,0
弁当容器（コンビニ等）の外包装フィルム,べんとうようき（こんびになど）のがいほうよそふぃるむ,可燃ごみ,,,0,0,0,0
弁当容器（コンビニ等の弁当容器）,べんとうようき（こんびになどのべんとうようき）,可燃ごみ,,,0,0,0,0
ボアシーツ,ぼあしーつ,可燃ごみ,,,0,0,0,0
ホイール（自動車部品）,ほいーる（じどうしゃぶひん）,排出禁止物等,,,1,0,0,0
ホイールキャップ（自動車部品）,ほいーるきゃっぷ（じどうしゃぶひん）,不燃ごみまたは粗大ごみ,,,0,0,0,0
ボイスレコーダー,ぼいすれこーだー,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ（電池は外す）,,1,0,0,1
望遠鏡,ぼうえんきょう,不燃ごみまたは粗大ごみ,,,0,0,0,0
ほうき（柄がプラスチック製）,ほうき（えがぷらすちっくせい）,不燃ごみまたは粗大ごみ,不燃ごみの指定袋からはみ出さなければ「不燃ごみ」,,0,0,0,0
ほうき（柄が木製）,ほうき（えがもくせい）,可燃ごみまたは粗大ごみ,可燃ごみの指定袋からはみ出さなければ「可燃ごみ」,,0,0,0,0
芳香剤,ほうこうざい,可燃ごみ,,,0,0,0,0
芳香剤容器（プラスチック製）,ほうこうざいようき（ぷらすちっくせい）,不燃ごみ,,,0,0,0,0
帽子,ぼうし,可燃ごみ,,,0,0,0,0
帽子掛け（スタンド型）,ぼうしかけ（すたんどがた）,粗大ごみ,,,0,0,0,0
包装紙（紙製）,ほうそうし（かみせい）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
包装紙（プラスチック製）,ほうそうし（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
包装フィルム,ほうそうふぃるむ,可燃ごみ,,,0,0,0,0
防虫剤,ぼうちゅうざい,可燃ごみ,,,0,0,0,0
防虫剤のケース,ぼうちゅうざいのけーす,不燃ごみ,,,0,0,0,0
包丁,ほうちょう,不燃ごみ,紙で包み｢危険｣と書いて不燃ごみ指定袋へ（指定袋に入る場合）,,0,0,0,0
防腐剤,ぼうふざい,可燃ごみ,,,0,0,0,0
ボウリングのピン,ぼうりんぐのぴん,不燃ごみ,,,0,0,0,0
ボウリングのボール,ぼうりんぐのぼーる,排出禁止物等,購入店、メーカーなどに相談（又は千葉市が許可した下記処理業者）,,1,0,0,0
ボウル（台所用品）,ぼうる（だいどころようひん）,市の拠点回収または不燃ごみ,ポリプロピレン製、ポリエチレン製、ポリスチレン製のものは、各区役所等に設置の回収ボックスへ,,1,0,0,0
ほうろう鍋,ほうろうなべ,不燃ごみ,,,0,0,0,0
ホース,ほーす,可燃ごみ,,,0,0,0,0
ホースリール台,ほーすりーるだい,不燃ごみまたは粗大ごみ,,,0,0,0,0
ポータブルトイレ,ぽーたぶるといれ,粗大ごみ,,,0,0,0,0
ポータブルプレイヤー（MD・CD・DVD・MP3など）（充電電池式）,ぽーたぶるぷれいやー（えむでぃー・しーでぃー・でぃーぶいでぃー・えむぴー3など）（じゅうでんでんちしき）,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ／外した充電式電池は、市の回収拠点または回収協力店へ,,1,0,0,1
ポータブルプレイヤー（MD・CD・DVD・MP3など）（乾電池式）,ぽーたぶるぷれいやー（えむでぃー・しーでぃー・でぃーぶいでぃー・えむぴー3など）（かんでんちしき）,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ（電池は外す）,,1,0,0,1
ボート（ゴムボート）,ぼーと（ごむぼーと）,可燃ごみまたは粗大ごみ,,,0,0,0,0
ホームベーカリー,ほーむべーかりー,粗大ごみ,,,0,0,0,0
ボール（球技用）,ぼーる（たまわざよう）,可燃ごみ,,空気を抜けるものはできるだけ抜いてから「可燃ごみ」へ,0,0,0,0
ボールペン,ぼーるぺん,不燃ごみ,,,0,0,0,0
ボールペンの芯,ぼーるぺんのしん,可燃ごみ,,,0,0,0,0
ボール紙,ぼーるかみ,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
ホーロー製品,ほーろーせいひん,不燃ごみ,,,0,0,0,0
保温材・保冷剤,ほおんざい・ほれいざい,可燃ごみ,,,0,0,0,0
墨汁容器,ぼくじゅうようき,可燃ごみ,,,0,0,0,0
木刀,ぼくとう,可燃ごみまたは粗大ごみ,,,0,0,0,0
ポケットティッシュ,ぽけっとてぃっしゅ,可燃ごみ,,,0,0,0,0
ポケットティッシュの台紙,ぽけっとてぃっしゅのだいし,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
ポケットティッシュの外袋フィルム,ぽけっとてぃっしゅのそとぶくろふぃるむ,可燃ごみ,,,0,0,0,0
歩行器,ほこうき,粗大ごみ,,,0,0,0,0
ポスター,ぽすたー,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
ポスター（屋外用など防水加工されているもの）,ぽすたー（おくがいようなどぼうすいかこうされているもの）,可燃ごみ,,,0,0,0,0
ポスト,ぽすと,不燃ごみ,,,0,0,0,0
ボストンバッグ,ぼすとんばっぐ,可燃ごみ,,,0,0,0,0
ボタン,ぼたん,不燃ごみ,,,0,0,0,0
ボタン型電池,ぼたんかたでんち,排出禁止物等,（社）電池工業会　ボタン電池回収推進センター（回収協力店が検索できます）,,1,0,0,0
ホチキス（ステープラー）,ほちきす（すてーぷらー）,不燃ごみ,,,0,0,0,0
ホチキス（ステープラー）の針,ほちきす（すてーぷらー）のはり,不燃ごみ,,,0,0,0,0
ホチキス（ステープラー）の針の空き箱,ほちきす（すてーぷらー）のはりのあきはこ,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
補聴器,ほちょうき,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ（電池は外す）,,1,0,0,1
補聴器用電池（ボタン型）,ほちょうきようでんち（ぼたんがた）,店頭回収協力店へ,（社）電池工業会　ボタン電池回収推進センター（回収協力店が検索できます）,,1,1,0,0
ボックスシーツ・ベッドパッド,ぼっくすしーつ・べっどぱっど,可燃ごみ,,,0,0,0,0
ポット,ぽっと,不燃ごみ,,,0,0,0,0
ホットカーペット,ほっとかーぺっと,可燃ごみまたは粗大ごみ,電源プラグなど硬いプラスチック部分は取り外して不燃ごみへ。（取り外せなければそのまま「可燃ごみ」か「粗大ごみ」へ）,,0,0,0,0
ホットカーペット・ウッドカーペット,ほっとかーぺっと・うっどかーぺっと,可燃ごみまたは粗大ごみ,,,0,0,0,0
ホットカーラー,ほっとかーらー,不燃ごみ,,,0,0,0,0
ホットプレート,ほっとぷれーと,不燃ごみまたは粗大ごみ,,,0,0,0,0
ボディブラシ,ぼでぃぶらし,可燃ごみ,,,0,0,0,0
ポテトチップスの袋,ぽてとちっぷすのふくろ,可燃ごみ,,,0,0,0,0
ポテトチップス等の紙缶,ぽてとちっぷすなどのかみかん,可燃ごみ,,,0,0,0,0
ポラロイドカメラ,ぽらろいどかめら,不燃ごみ,https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html／https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html,,0,0,0,0
ポラロイドフィルム,ぽらろいどふぃるむ,可燃ごみ,,,0,0,0,0
ポラロイド写真,ぽらろいどしゃしん,可燃ごみ,,,0,0,0,0
ポリタンク（20ℓ以下）,ぽりたんく（20ℓいか）,不燃ごみ,不燃ごみ指定袋（20ℓ）をそれぞれひとつの品目に対して1枚ずつ縛りつけるか、テープなどで貼りつけて排出してください。,,0,0,0,0
ポリバケツ,ぽりばけつ,市の拠点回収または不燃ごみ,ポリプロピレン製、ポリエチレン製、ポリスチレン製のものは各区役所等に設置の回収ボックスへ,,1,0,0,0
ポリ袋,ぽりふくろ,可燃ごみ,,,0,0,0,0
ボルト・ナット,ぼると・なっと,不燃ごみ,,,0,0,0,0
ホワイトボード,ほわいとぼーど,粗大ごみ,,,0,0,0,0
本,ほん,資源物,（古紙・布類）の【古紙（雑誌）】,,0,0,0,0
盆（木製）,ぼん（もくせい）,可燃ごみ,,,0,0,0,0
盆（木製以外）,ぼん（もくせいいがい）,不燃ごみ,,,0,0,0,0
本立て（木製）,ほんだて（もくせい）,可燃ごみ,,,0,0,0,0
本立て（木製以外）,ほんだて（もくせいいがい）,不燃ごみ,,,0,0,0,0
本棚（本箱）,ほんだな（ほんばこ）,粗大ごみ,,,0,0,0,0
ポンプ（手動）（ポリタンク用）,ぽんぷ（しゅどう）（ぽりたんくよう）,可燃ごみ,,,0,0,0,0
ポンプ（電動）（井戸用）,ぽんぷ（でんどう）（いどよう）,粗大ごみ,,,0,0,0,0
ポンプ（風呂の残り湯を洗濯水として使ったりする時のもの）のホース,ぽんぷ（ふろののこりゆをせんたくみずとしてつかったりするときのもの）のほーす,可燃ごみ,,,0,0,0,0
ポンプ（風呂の残り湯を洗濯水として使ったりする時のもの）本体,ぽんぷ（ふろののこりゆをせんたくみずとしてつかったりするときのもの）ほんたい,不燃ごみ,,,0,0,0,0
ほ乳瓶,ほちちかめ,不燃ごみ,,,0,0,0,0
マーカーペン,まーかーぺん,不燃ごみ,,,0,0,0,0
マーガリンの外箱（紙製）,まーがりんのそとばこ（かみせい）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
マーガリンの容器,まーがりんのようき,可燃ごみ,http://www.botankaishu.jp/／http://www.botankaishu.jp/,,1,0,0,0
麻雀マット,まーじゃんまっと,可燃ごみ,,,0,0,0,0
マイク,まいく,不燃ごみ,,,0,0,0,0
マウス（パソコン用）,まうす（ぱそこんよう）,不燃ごみ,パソコン本体等をメーカーへリサイクルに出す場合は購入時の標準添付品（マウス、キーボード、スピーカー、ケーブルなど）も一緒に出せます。,,0,0,0,0
マウスパッド,まうすぱっど,可燃ごみ,,,0,0,0,0
マガジンラック,まがじんらっく,粗大ごみ,http://www.botankaishu.jp/／http://www.botankaishu.jp/,,1,0,0,0
巻尺,まきじゃく,不燃ごみ,,,0,0,0,0
マグネット（硬いもの）,まぐねっと（かたいもの）,有害ごみ,,,0,0,0,0
マグネット（柔らかいもの）,まぐねっと（やわらかいもの）,可燃ごみ,,,0,0,0,0
マスカラ,ますから,不燃ごみ,,,0,0,0,0
マスク,ますく,可燃ごみ,,,0,0,0,0
マタニティウェア,またにてぃうぇあ,資源物,（古紙・布類）の【布類】,,0,0,0,0
マッサージチェア,まっさーじちぇあ,粗大ごみ,,,0,0,0,0
マッサージ器,まっさーじうつわ,不燃ごみまたは粗大ごみ,,,0,0,0,0
マッサージ機,まっさーじき,粗大ごみ,,,0,0,0,0
マッチ（使用済）,まっち（しようずみ）,可燃ごみ,,,0,0,0,0
マッチ（未使用）,まっち（みしよう）,排出禁止物等,,十分に水に浸せば、可燃ごみとして排出可,1,0,0,0
マッチの箱,まっちのはこ,可燃ごみ,,,0,0,0,0
マットレス（折りたたみを含む）（コイルスプリング又はポケットコイルあり）,まっとれすまっとれす（おりたたみをふくむ）（こいるすぷりんぐまたはぽけっとこいるあり）,排出禁止物等,購入店、メーカーなどに相談（又は、市が許可を出している下記処理業者）、コイルスプリング又はポケットコイルがないものは粗大ごみ,,1,0,0,0
マットレス（折りたたみを含む）（コイルスプリング又はポケットコイルなし）,まっとれすまっとれす（おりたたみをふくむ）（こいるすぷりんぐまたはぽけっとこいるなし）,可燃ごみまたは粗大ごみ,,コイルスプリング又はポケットコイルの有無は製造メーカーにお問い合わせいただくか、カッターなどで切り開いて確認してください。,0,0,0,0
マット類,まっとるい,可燃ごみまたは粗大ごみ,,,0,0,0,0
松葉杖,まつばづえ,粗大ごみ,,,0,0,0,0
窓ガラス,まどがらす,不燃ごみまたは粗大ごみ,紙で包み｢危険｣と書いて不燃ごみ指定袋へ(指定袋に入る場合),,0,0,0,0
窓付き封筒（窓のフィルムは切り取る）,まどつきふうとう（まどのふぃるむはきりとる）,資源物,（古紙・布類）の【古紙（雑がみ）】窓はそのままリサイクル可能と表記があればそのままで可,,0,0,0,0
窓付き封筒の窓（フィルム）,まどつきふうとうのまど（ふぃるむ）,可燃ごみ,,,0,0,0,0
まな板（その他）,まないた（そのた）,不燃ごみ,,,0,0,0,0
まな板（木製、柔らかいプラスチック製）,まないた（もくせい、やわらかいぷらすちっくせい）,可燃ごみ,,,0,0,0,0
マニキュアのびん,まにきゅあのびん,不燃ごみ,,使い切ってから出して下さい。,0,0,0,0
マフラー（自動車・バイク部品）,まふらー（じどうしゃ・ばいくぶひん）,粗大ごみ,,,0,0,0,0
マフラー（衣類）,まふらー（いるい）,可燃ごみ,,,0,0,0,0
魔法瓶（ジャー、ポット）,まほうびん（じゃー、ぽっと）,不燃ごみ,,,0,0,0,0
豆電球,まめでんきゅう,不燃ごみ,,,0,0,0,0
マヨネーズのチューブ（フタを含む）,まよねーずのちゅーぶ（ふたをふくむ）,可燃ごみ,,,0,0,0,0
マヨネーズの外袋,まよねーずのそとぶくろ,可燃ごみ,,,0,0,0,0
マラカス（木製）,まらかす（もくせい）,可燃ごみ,,,0,0,0,0
マラカス（木製以外）,まらかす（もくせいいがい）,不燃ごみ,,,0,0,0,0
枕木（太さ10cm、長さ50cm以内）,まくらぎ（ふとさ10せんち、ながさ50せんちいない）,可燃ごみ,,,0,0,0,0
枕木（太さ10cm超～15cm以内、長さは不燃ごみ指定袋に入る大きさまで）,まくらぎ（ふとさ10せんちこ～15せんちいない、ながさはふねんごみしていぶくろにはいるおおきさまで）,不燃ごみ,,,0,0,0,0
枕木（太さ15cm、長さ150cm以内）,まくらぎ（ふとさ15せんちながながさ150せんちいない）,粗大ごみ,太さや長さがこれを超える場合は、千葉市廃棄物リサイクル事業協同組合（電話043-204-5805）へご相談ください。,,0,0,0,0
万年筆,まんねんひつ,不燃ごみ,,,0,0,0,0
万歩計,まんぽけい,不燃ごみ,,電池は外す,0,0,0,0
ミキサー,みきさー,不燃ごみ,,電池は外す,0,0,0,0
ミシン,みしん,不燃ごみまたは粗大ごみ,,,0,0,0,0
ミシン台,みしんだい,粗大ごみ,,,0,0,0,0
水着,みずぎ,可燃ごみ,,,0,0,0,0
水切りかご（硬いプラスチック製・金属製）,みずきりかご（かたいぷらすちっくせい・きんぞくせい）,不燃ごみ,,,0,0,0,0
水切りかご（その他）,みずきりかご（そのた）,可燃ごみ,,,0,0,0,0
水切りネット,みずきりねっと,可燃ごみ,,,0,0,0,0
ミスト（霧吹き）の容器（金属製）,みすと（きりふき）のようき（きんぞくせい）,不燃ごみ,,,0,0,0,0
ミスト（霧吹き）の容器（金属製以外）,みすと（きりふき）のようき（きんぞくせいいがい）,可燃ごみ,,,0,0,0,0
水枕,みずまくら,可燃ごみ,,,0,0,0,0
水枕の留め具（金属製）,みずまくらのとめぐ（きんぞくせい）,不燃ごみ,,,0,0,0,0
みその袋（プラスチック製）,みそのふくろ（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
みその容器,みそのようき,可燃ごみ,,,0,0,0,0
ミニカー,みにかー,不燃ごみ,,,0,0,0,0
ミニコンポ,みにこんぽ,不燃ごみまたは粗大ごみ,,,0,0,0,0
ミニディスク（MD）レコーダー,みにでぃすく（えむでぃー）れこーだー,不燃ごみまたは粗大ごみ,,,0,0,0,0
ミニバイク・オートバイ,みにばいく・おーとばい,排出禁止物等,,,1,0,0,0
みりんの容器（ガラス製）,みりんのようき（がらすせい）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【びん】,水ですすぐ,0,0,0,0
みりんの容器（ペットボトル製）,みりんのようき（ぺっとぼとるせい）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【ﾍﾟｯﾄﾎﾞﾄﾙ】,水ですすぐ,0,0,0,0
ミル,みる,不燃ごみ,,,0,0,0,0
ミルクの缶,みるくのかん,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】,水ですすぐ,0,0,0,0
麦わら帽子,むぎわらぼうし,可燃ごみ,,,0,0,0,0
虫かご,むしかご,不燃ごみ,,,0,0,0,0
蒸し器（金属製）,むしき（きんぞくせい）,不燃ごみ,,,0,0,0,0
蒸し器（シリコン製）,むしき（しりこんせい）,可燃ごみ,,,0,0,0,0
虫ピン,むしぴん,不燃ごみ,,,0,0,0,0
虫めがね,むしめがね,不燃ごみ,,,0,0,0,0
むしろ,むしろ,可燃ごみ,,,0,0,0,0
無線機,むせんき,不燃ごみ,,,0,0,0,0
名刺,めいし,可燃ごみ,,,0,0,0,0
名刺入れ（金属製、硬いプラスチック製）,めいしいれ（きんぞくせい、かたいぷらすちっくせい）,不燃ごみ,,,0,0,0,0
名刺入れ（皮革製、布製）,めいしいれ（ひかくせい、ぬのせい）,可燃ごみ,,,0,0,0,0
名刺の外箱（紙製）,めいしのそとばこ（かみせい）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
名刺の外箱（プラスチック製）,めいしのそとばこ（ぷらすちっくせい）,不燃ごみ,,,0,0,0,0
めがね（眼鏡）,めがね（めがね）,不燃ごみ,,,0,0,0,0
眼鏡ケース,めがねけーす,不燃ごみ,,,0,0,0,0
目薬の携帯ケース,めぐすりのけいたいけーす,可燃ごみ,,,0,0,0,0
目薬の外箱（紙製）,めぐすりのそとばこ（かみせい）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
目薬の容器,めぐすりのようき,可燃ごみ,,,0,0,0,0
目覚まし時計,めざましどけい,不燃ごみ,,電池は外す,0,0,0,0
メジャー,めじゃー,不燃ごみ,,,0,0,0,0
メモ用紙,めもようし,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
メモリーカード,めもりーかーど,小型家電または不燃ごみ,個人情報などを消去したうえで各区役所などの使用済小型家電ボックスへ,,1,0,0,1
綿,めん,可燃ごみ,,,0,0,0,0
面（剣道・フェンシング）,めん（けんどう・ふぇんしんぐ）,粗大ごみ,,,0,0,0,0
麺棒（製麺用）（木製）,めんぼう（せいめんよう）（もくせい）,可燃ごみまたは粗大ごみ,,,0,0,0,0
麺棒（製麺用）（木製以外）,めんぼう（せいめんよう）（もくせいいがい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
綿棒（衛生用品）,めんぼう（えいせいようひん）,可燃ごみ,,,0,0,0,0
綿棒（衛生用品）の容器,めんぼう（えいせいようひん）のようき,可燃ごみ,,,0,0,0,0
毛布,もうふ,可燃ごみ,,,0,0,0,0
モーター類（おもちゃ用）,もーたーるい（おもちゃよう）,不燃ごみ,,,0,0,0,0
木材（厚さ10cm以内、長さは可燃ごみ指定袋に入る大きさまで）,もくざい（あつさ10せんちいない、ながさはかねんごみしていふくろにはいるおおきさまで）,可燃ごみ,,,0,0,0,0
木材（厚さ10cm超～15cm以内、長さは不燃ごみ指定袋に入る大きさまで）,もくざい（あつさ10せんちこ～15せんちいない、ながさはふねんごみしていふくろにいるおおきさまで）,不燃ごみ,,,0,0,0,0
木材（厚さ15cm以内、長さ150cm以内）,もくざい（あつさ15せんちいない、ながさ150せんちいない）,粗大ごみ,太さや長さがこれを超える場合は、千葉市廃棄物リサイクル事業協同組合（電話043-204-5805）へご相談ください。,,0,0,0,0
木炭,もくたん,可燃ごみ,,,0,0,0,0
木馬（子供用遊具）,もくば（こどもようゆうぐ）,粗大ごみ,,,0,0,0,0
餅つき機,もちつきき,粗大ごみ,,,0,0,0,0
モップ,もっぷ,粗大ごみ,,プラスチック製の小型のもので不燃ごみの指定袋からはみ出さなければ「不燃ごみ」、同様に、柄が木製で指定袋に入れば「可燃ごみ」,0,0,0,0
物置,ものおき,粗大ごみ,,,0,0,0,0
ものさし（プラスチック製）,ものさし（ぷらすちっくせい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
ものさし（木製・竹製）,ものさし（もくせいせいたけせい）,可燃ごみ,,,0,0,0,0
物干し（室内用）,ものほし（しつないよう）,粗大ごみ,,,0,0,0,0
